Id,Age,Gender,Wt,Height,Race,Exposure to fake news [hours/day],Rxn lvl,Notes,Trust level [%],Soc.Med,Status
1435,21,Male,92,169,Black,3.8,0,Does not engage,60,Instagram,Active
1436,61,Male,68,182,Asian,3.1,3,Believes everything,89,WhatsApp,Active
1437,48,Male,91,182,Black,9.7,2,Very Confused,1,Twitter,Needs Verification
1438,38,Female,84,194,Black,4.2,7,Needs Verification,110,Snapchat,Suspended
1439,28,Non-Binary,87,194,Mixed,5,3,Unknown,41,WeChat,Error
1440,66,Female,72,190,Other,4.7,0,Participates in spreading,2,TikTok,Needs Verification
1441,64,Non-Binary,112,164,Black,4.1,8,Fully converted,88,TikTok,Active
1442,34,Female,51,151,Asian,5,8,More fake news than reality,23,Unknown,Suspended
1443,50,Non-Binary,97,154,White,9.5,6,Occasional check,110,Unknown,Warning Issued
1444,33,Non-Binary,75,156,Asian,4.2,9,Believes everything,-5,Unknown,Needs Verification
1445,41,Non-Binary,84,196,Asian,0.2,4,More fake news than reality,99,WeChat,Pending Review
1446,56,Non-Binary,116,169,Black,4.5,1,Values nothing,78,Twitter,Warning Issued
1447,42,Female,79,155,Hispanic,13.2,0,Fully converted,55,Instagram,Inactive
1448,57,Male,118,150,Other,9.3,4,Believes everything,5,WeChat,Needs Verification
1449,38,Non-Binary,84,181,Black,12.1,9,Very Confused,0,TikTok,Active
1450,67,Female,82,182,White,0.9,6,Some skepticism,48,WhatsApp,Needs Verification
1451,68,Male,95,188,Black,3.8,7,Needs Verification,45,Unknown,Warning Issued
1452,51,Male,101,170,White,0.4,10,Participates in spreading,110,Unknown,Pending Review
1453,20,Female,85,165,Asian,1.8,2,Does not engage,54,WhatsApp,Suspended
1454,31,Male,82,195,Hispanic,1.9,0,Needs Verification,5,Twitter,Error
1455,43,Male,74,152,Mixed,8.8,6,Does not engage,62,Twitter,Needs Verification
1456,33,Non-Binary,112,183,White,9.1,2,Believes everything,17,WeChat,Suspended
1457,23,Male,55,195,Mixed,7,4,Participates in spreading,46,Twitter,Error
1458,68,Female,86,181,Mixed,13.1,5,Occasional check,86,Facebook,Inactive
1459,38,Female,83,151,Asian,5.3,8,Does not engage,12,Snapchat,Warning Issued
1460,51,Female,73,171,Mixed,10.2,7,Participates in spreading,119,Instagram,Pending Review
1461,69,Male,98,166,Other,2.1,2,Very Confused,111,Unknown,Inactive
1462,44,Female,109,179,Hispanic,3.7,10,Occasional check,0,WeChat,Error
1463,37,Female,88,200,Mixed,1.2,2,Some skepticism,35,WhatsApp,Error
1464,39,Female,78,166,Black,13.2,2,Some skepticism,84,TikTok,Warning Issued
1465,59,Male,72,181,White,9.3,8,Some skepticism,12,TikTok,Error
1466,22,Male,79,194,Hispanic,4.4,9,Very Confused,10,Snapchat,Error
1467,50,Male,64,160,Black,3.4,5,Does not engage,47,WeChat,Warning Issued
1468,44,Male,90,190,Mixed,14.3,5,Unknown,98,Unknown,Warning Issued
1469,64,Non-Binary,92,161,Asian,3.7,2,Does not engage,-6,Unknown,Error
1470,69,Non-Binary,66,191,Black,10.6,4,Indifferent,42,WhatsApp,Inactive
1471,46,Female,84,194,Mixed,9.9,3,Believes everything,-9,Instagram,Pending Review
1472,34,Male,60,190,Mixed,11,6,Occasional check,103,WhatsApp,Active
1473,55,Female,91,175,Other,4.9,7,Occasional check,-3,Unknown,Inactive
1474,59,Non-Binary,88,193,Mixed,7.2,7,Participates in spreading,63,Facebook,Warning Issued
1475,63,Non-Binary,115,182,White,10.1,8,Values nothing,66,Twitter,Suspended
1476,18,Male,95,185,Other,10.4,5,Needs Verification,120,WeChat,Needs Verification
1477,49,Female,106,176,Black,3.8,4,Values nothing,89,TikTok,Warning Issued
1478,39,Male,53,186,Mixed,13.2,4,Completely unaware,64,TikTok,Suspended
1479,63,Non-Binary,57,158,Hispanic,13,7,Very Confused,41,TikTok,Needs Verification
1480,24,Female,50,197,White,2.7,1,Indifferent,78,Snapchat,Warning Issued
1481,55,Female,93,161,Other,9.7,11,Indifferent,114,Twitter,Active
1482,32,Male,81,166,Other,0.1,11,Does not engage,107,Facebook,Active
1483,29,Non-Binary,57,170,Hispanic,10.4,9,Participates in spreading,68,TikTok,Inactive
1484,52,Female,54,197,Mixed,9.1,1,Indifferent,45,Unknown,Pending Review
1485,42,Non-Binary,103,163,White,9.4,9,Participates in spreading,101,WhatsApp,Pending Review
1486,70,Non-Binary,114,196,Other,3.4,11,Fully converted,9,Twitter,Warning Issued
1487,67,Male,114,199,Black,5.2,5,Believes everything,72,Facebook,Error
1488,31,Female,67,194,Asian,11.8,6,Values nothing,60,WeChat,Warning Issued
1489,40,Female,85,150,Mixed,0.7,11,Occasional check,68,Facebook,Warning Issued
1490,54,Female,108,175,Asian,12.2,5,Indifferent,77,Facebook,Inactive
1491,33,Male,53,164,Hispanic,12.9,9,Occasional check,76,Instagram,Suspended
1492,33,Female,96,180,Hispanic,10.6,9,Participates in spreading,3,Unknown,Active
1493,36,Non-Binary,101,193,Other,1.8,0,Participates in spreading,47,TikTok,Error
1494,60,Non-Binary,98,182,Mixed,10.9,7,Values nothing,48,TikTok,Active
1495,39,Male,97,154,Other,10.8,6,Participates in spreading,30,Facebook,Warning Issued
1496,42,Non-Binary,59,162,Mixed,7.9,11,More fake news than reality,116,Snapchat,Error
1497,55,Male,81,154,Black,3,4,Occasional check,19,Snapchat,Needs Verification
1498,58,Male,52,151,Asian,3.9,8,More fake news than reality,-3,WeChat,Needs Verification
1499,29,Non-Binary,59,198,White,5.8,10,Very Confused,55,WeChat,Error
1500,68,Male,119,157,White,8.6,0,More fake news than reality,38,Snapchat,Pending Review
1501,68,Male,119,174,Hispanic,12.7,7,Values nothing,19,WhatsApp,Inactive
1502,61,Female,74,194,Mixed,0.2,10,Fully converted,115,Facebook,Needs Verification
1503,28,Female,98,191,Mixed,11.7,1,Needs Verification,97,Unknown,Pending Review
1504,33,Male,85,161,Mixed,11.2,6,Very Confused,95,Snapchat,Pending Review
1505,36,Female,66,157,Asian,0.8,0,Completely unaware,47,WhatsApp,Active
1506,58,Non-Binary,90,163,Other,6.6,10,Needs Verification,46,Instagram,Inactive
1507,62,Male,109,158,Other,6.1,6,Fully converted,41,Instagram,Active
1508,55,Male,96,153,White,6.6,5,Fully converted,44,TikTok,Active
1509,35,Male,106,163,White,14.1,2,Occasional check,113,Twitter,Active
1510,36,Male,76,188,White,11.9,2,Fully converted,71,WhatsApp,Error
1511,30,Female,118,197,Asian,11.6,0,Very Confused,43,Twitter,Error
1512,63,Male,55,156,Other,11,8,More fake news than reality,11,Unknown,Inactive
1513,45,Female,78,176,White,14.7,0,Unknown,102,Facebook,Error
1514,29,Female,116,166,Black,3.3,10,Needs Verification,110,Unknown,Inactive
1515,21,Female,110,192,Other,3.4,7,Indifferent,102,Instagram,Error
1516,54,Male,114,168,White,7.5,7,Fully converted,117,WeChat,Inactive
1517,28,Female,55,154,Hispanic,1.8,6,Some skepticism,54,WhatsApp,Pending Review
1518,66,Non-Binary,85,168,Black,13.9,2,Does not engage,38,TikTok,Inactive
1519,24,Female,62,196,Hispanic,3.4,6,Indifferent,55,WeChat,Error
1520,63,Female,89,151,Hispanic,6.8,0,Participates in spreading,107,TikTok,Suspended
1521,23,Female,60,187,Other,7.2,0,Believes everything,50,Instagram,Needs Verification
1522,34,Non-Binary,91,189,White,14.3,10,Some skepticism,12,Facebook,Pending Review
1523,63,Female,73,173,Hispanic,2.1,3,Participates in spreading,76,WeChat,Pending Review
1524,62,Male,108,192,Hispanic,8.4,8,Does not engage,51,Facebook,Pending Review
1525,67,Non-Binary,69,200,Hispanic,7.6,9,Completely unaware,84,WhatsApp,Suspended
1526,19,Female,68,167,Hispanic,1.2,3,Indifferent,14%,Snapchat,Warning Issued
1527,48,Male,71,178,Mixed,6.3,10,Unknown,58,Instagram,Needs Verification
1528,32,Female,64,161,Asian,12.3,1,Participates in spreading,58,Snapchat,Error
1529,45,Non-Binary,94,179,Mixed,4.1,6,Completely unaware,85,WeChat,Needs Verification
1530,51,Male,116,160,Asian,2.7,8,Values nothing,37,Unknown,Inactive
1531,18,Non-Binary,95,161,Asian,9.7,4,Very Confused,9,TikTok,Warning Issued
1532,40,Male,55,159,Mixed,9.2,6,Values nothing,63,Snapchat,Inactive
1533,28,Female,59,178,Black,10.8,9,Indifferent,15,Facebook,Inactive
1534,59,Non-Binary,62,162,White,3,10,Completely unaware,52,Unknown,Pending Review
1535,58,Female,91,186,Mixed,8.5,2,Fully converted,85,Instagram,Needs Verification
1536,42,Male,112,197,Other,8.1,9,Does not engage,74,Unknown,Inactive
1537,29,Female,73,190,Other,11.8,1,Very Confused,70,Twitter,Error
1538,19,Female,59,175,White,5.5,9,Unknown,54,Unknown,Error
1539,42,Female,60,150,Mixed,6.4,7,Some skepticism,12,TikTok,Active
1540,42,Non-Binary,99,190,Hispanic,13.4,3,Occasional check,61,Unknown,Warning Issued
1541,38,Male,71,179,White,2,5,Believes everything,93,Facebook,Suspended
1542,42,Non-Binary,70,187,Mixed,0.2,9,Values nothing,46,Facebook,Warning Issued
1543,45,Female,105,185,Mixed,10.1,2,Some skepticism,-5,Instagram,Needs Verification
1544,47,Female,120,160,Other,7.6,10,Participates in spreading,31,Instagram,Error
1545,55,Non-Binary,117,150,Hispanic,1.8,9,Very Confused,103,WhatsApp,Error
1546,61,Female,74,182,Black,14.4,10,Values nothing,35,Unknown,Needs Verification
1547,39,Male,104,193,Mixed,5.8,3,More fake news than reality,111,Twitter,Pending Review
1548,65,Non-Binary,97,171,Other,3.6,8,Fully converted,94,Instagram,Suspended
1549,37,Male,103,199,Hispanic,3.5,6,Values nothing,100,WeChat,Suspended
1550,64,Male,79,155,Hispanic,13.1,11,Some skepticism,80,TikTok,Active
1551,52,Male,110,171,Asian,2.4,8,Believes everything,33,WhatsApp,Pending Review
1552,22,Male,75,170,Hispanic,3.8,3,Completely unaware,120,Twitter,Error
1553,46,Female,53,160,White,0.4,8,Values nothing,118,Twitter,Active
1554,37,Non-Binary,116,184,Hispanic,4.8,1,More fake news than reality,120,TikTok,Warning Issued
1555,53,Non-Binary,63,166,White,5.3,7,Believes everything,-2,WeChat,Pending Review
1556,36,Non-Binary,117,171,Asian,2.7,11,Fully converted,57,WhatsApp,Suspended
1557,67,Female,69,200,Hispanic,1.8,2,Unknown,71,WeChat,Pending Review
1558,43,Female,101,190,Other,11.6,5,Fully converted,81,Unknown,Inactive
1559,67,Male,61,169,Asian,9.5,2,Fully converted,99,Snapchat,Inactive
1560,25,Female,76,167,Mixed,9,5,Believes everything,80,WhatsApp,Pending Review
1561,52,Female,91,160,Hispanic,1,9,Unknown,114,Twitter,Suspended
1562,46,Male,65,150,Mixed,0.4,3,Fully converted,42,WeChat,Pending Review
1563,27,Male,107,180,Other,0.2,8,Completely unaware,0,Instagram,Pending Review
1564,46,Male,61,153,Other,8.2,1,Needs Verification,88,WhatsApp,Active
1565,50,Non-Binary,64,181,Asian,11.9,11,Completely unaware,3,Instagram,Needs Verification
1566,68,Non-Binary,69,196,Other,5.3,10,Fully converted,52,TikTok,Suspended
1567,29,Non-Binary,72,155,Mixed,0.6,2,Does not engage,11,Twitter,Warning Issued
1568,22,Non-Binary,68,163,Asian,4.5,0,More fake news than reality,11,Unknown,Needs Verification
1569,30,Non-Binary,53,171,Other,13.7,11,Completely unaware,120,Facebook,Error
1570,20,Male,58,195,Hispanic,8.6,7,Some skepticism,106,Twitter,Needs Verification
1571,36,Non-Binary,65,158,Mixed,3.3,8,Needs Verification,53,WeChat,Suspended
1572,28,Female,113,197,White,13.1,9,Unknown,75,WhatsApp,Error
1573,31,Female,64,189,Black,10.8,6,Some skepticism,93,WhatsApp,Inactive
1574,45,Non-Binary,95,182,White,0.3,9,Participates in spreading,88,WeChat,Suspended
1575,25,Male,111,179,Mixed,3.5,4,Participates in spreading,24,TikTok,Needs Verification
1576,48,Female,52,195,Black,10.6,4,Unknown,-1,Snapchat,Suspended
1577,66,Non-Binary,84,171,Black,4.3,11,Completely unaware,86,Instagram,Suspended
1578,63,Male,89,151,Other,7.4,2,Values nothing,46,TikTok,Active
1579,19,Male,114,167,Other,10.6,10,Occasional check,81,Snapchat,Pending Review
1580,25,Male,71,195,Mixed,3.2,0,Completely unaware,2,Instagram,Suspended
1581,56,Male,71,191,Other,4.1,7,Unknown,3,WeChat,Suspended
1582,29,Female,100,199,Mixed,1.9,7,Occasional check,64,Facebook,Pending Review
1583,66,Non-Binary,95,187,White,13.5,5,Occasional check,33,Instagram,Pending Review
1584,41,Male,57,198,White,5.1,9,Needs Verification,69,Instagram,Error
1585,25,Female,52,150,Mixed,9,11,Some skepticism,102,Instagram,Needs Verification
1586,55,Male,92,198,Other,1.4,5,More fake news than reality,-5,TikTok,Pending Review
1587,24,Non-Binary,107,162,Other,13.9,0,Some skepticism,45,Snapchat,Active
1588,34,Male,70,153,White,7.8,3,Very Confused,-5,Twitter,Active
1589,41,Female,116,150,Hispanic,13.9,7,Values nothing,14,Instagram,Pending Review
1590,46,Female,96,177,Other,0.2,9,Believes everything,105,WhatsApp,Needs Verification
1591,39,Male,82,178,White,10.9,2,Indifferent,107,WhatsApp,Inactive
1592,18,Male,91,156,Black,6.8,4,Values nothing,50,Instagram,Inactive
1593,58,Non-Binary,117,199,Black,2,4,Does not engage,40,WhatsApp,Warning Issued
1594,35,Female,112,179,Hispanic,11.7,7,Needs Verification,46,Twitter,Needs Verification
1595,38,Non-Binary,88,151,Hispanic,2.7,8,Needs Verification,84,Twitter,Error
1596,30,Male,96,193,Hispanic,11.6,8,Needs Verification,32,Facebook,Suspended
1597,37,Female,112,176,Asian,3.1,7,Values nothing,7,WhatsApp,Active
1598,31,Female,61,160,Hispanic,8.4,3,Some skepticism,84,WeChat,Needs Verification
1599,29,Non-Binary,56,163,White,5.2,2,Some skepticism,-9,Instagram,Suspended
1600,57,Male,93,154,Mixed,12,3,Fully converted,94,Twitter,Suspended
1601,19,Male,81,191,Black,12.5,11,Some skepticism,42,WhatsApp,Suspended
1602,61,Female,97,155,White,6.2,5,Needs Verification,34,Twitter,Warning Issued
1603,42,Non-Binary,93,157,Black,2.3,1,Indifferent,3,Snapchat,Suspended
1604,67,Non-Binary,76,150,White,5.5,3,Fully converted,30,Twitter,Active
1605,33,Male,78,151,Asian,0.1,7,Unknown,46,Twitter,Pending Review
1606,65,Female,120,171,Other,14.7,4,Completely unaware,119,WeChat,Needs Verification
1607,22,Female,117,165,Black,3.6,7,Believes everything,44,WhatsApp,Error
1608,51,Female,63,168,Black,7.1,1,Unknown,104,WhatsApp,Active
1609,57,Female,75,176,Mixed,13.5,6,Does not engage,24,WeChat,Warning Issued
1610,67,Female,62,166,White,8,4,Does not engage,52,WhatsApp,Error
1611,55,Female,67,153,Asian,7.6,10,Does not engage,102,WhatsApp,Active
1612,21,Male,112,163,White,1.8,7,Fully converted,24,Facebook,Pending Review
1613,39,Non-Binary,100,177,Black,0.7,3,Values nothing,74,WeChat,Suspended
1614,20,Female,75,156,Asian,1.1,10,Completely unaware,-5,Twitter,Suspended
1615,36,Female,50,153,White,5.3,9,Very Confused,33,Facebook,Pending Review
1616,31,Male,104,170,Mixed,7.8,4,Needs Verification,28,Instagram,Suspended
1617,39,Female,64,151,Hispanic,10,9,Indifferent,105,Instagram,Pending Review
1618,25,Male,70,178,Asian,8.3,8,Unknown,114,WeChat,Warning Issued
1619,57,Male,94,185,Asian,13.3,2,Unknown,118,WhatsApp,Suspended
1620,25,Male,58,190,Black,6.8,3,Occasional check,27,Instagram,Active
1621,42,Male,103,189,Other,12.9,2,Some skepticism,78,Instagram,Error
1622,35,Female,70,186,Asian,6.6,4,Values nothing,62,Facebook,Pending Review
1623,41,Female,97,161,Black,6.6,10,Participates in spreading,82,TikTok,Pending Review
1624,47,Non-Binary,84,171,Asian,7.7,4,Some skepticism,-7,Unknown,Inactive
1625,24,Male,86,200,Hispanic,9.5,0,Participates in spreading,98,WhatsApp,Inactive
1626,48,Non-Binary,111,153,Black,13.7,2,Indifferent,49,WeChat,Pending Review
1627,25,Female,108,160,Hispanic,4,5,Does not engage,100,Unknown,Pending Review
1628,28,Female,107,187,Black,8.4,9,Needs Verification,101,Instagram,Active
1629,19,Male,70,185,Asian,7.9,5,Indifferent,23,Snapchat,Error
1630,65,Female,72,175,Hispanic,11.7,0,More fake news than reality,107,WhatsApp,Active
1631,49,Female,84,182,Other,10.6,3,Some skepticism,64,Instagram,Inactive
1632,62,Non-Binary,112,182,Hispanic,11.9,6,Some skepticism,61,Instagram,Active
1633,54,Non-Binary,83,168,Black,6.9,4,Participates in spreading,19,Twitter,Active
1634,21,Male,95,154,Other,3.9,1,Some skepticism,104,TikTok,Inactive
1635,49,Female,64,199,Other,10.3,5,Participates in spreading,75,Snapchat,Error
1636,28,Male,86,169,Asian,14.9,11,Participates in spreading,108,TikTok,Error
1637,35,Non-Binary,96,152,Asian,4.6,10,Completely unaware,82,WeChat,Warning Issued
1638,66,Female,81,186,Other,10.9,6,More fake news than reality,85,Unknown,Error
1639,39,Non-Binary,56,177,Mixed,11.5,5,More fake news than reality,86,Instagram,Pending Review
1640,54,Female,95,193,Black,1.9,7,Unknown,102,Unknown,Suspended
1641,19,Female,108,171,Asian,13.2,2,Occasional check,0,Unknown,Active
1642,25,Male,95,153,White,12.2,7,Believes everything,63,Twitter,Needs Verification
1643,58,Male,98,179,Black,1.5,5,Some skepticism,72,Facebook,Suspended
1644,36,Male,60,197,Asian,8.2,8,More fake news than reality,46,Unknown,Inactive
1645,65,Non-Binary,51,197,Asian,7.7,3,Very Confused,87,Unknown,Warning Issued
1646,45,Female,60,196,Other,10.4,7,Very Confused,8,TikTok,Active
1647,68,Non-Binary,61,162,Hispanic,11.7,0,Unknown,23,WeChat,Active
1648,69,Non-Binary,73,185,Other,0.9,6,Does not engage,34,Facebook,Active
1649,31,Non-Binary,57,174,Hispanic,6.9,4,Does not engage,80,WeChat,Needs Verification
1650,38,Female,53,186,Asian,1.8,0,More fake news than reality,68,WeChat,Suspended
1651,33,Female,118,189,Hispanic,7.9,8,Needs Verification,76,Unknown,Error
1652,63,Female,91,165,White,6.7,2,Fully converted,61,WeChat,Suspended
1653,57,Non-Binary,65,197,White,0.3,9,Does not engage,96,Unknown,Pending Review
1654,39,Female,79,176,White,1.2,2,Very Confused,23,WhatsApp,Needs Verification
1655,18,Non-Binary,84,171,Hispanic,9.9,11,Needs Verification,18,Twitter,Error
1656,43,Non-Binary,84,153,Black,2.1,6,Completely unaware,109,Unknown,Suspended
1657,35,Non-Binary,64,181,Hispanic,4.9,9,Needs Verification,119,Facebook,Suspended
1658,57,Female,87,176,White,2.3,2,Completely unaware,88,Instagram,Error
1659,49,Male,57,159,Black,3.4,2,Fully converted,4,TikTok,Inactive
1660,55,Male,99,197,White,13.5,8,Indifferent,48,Instagram,Pending Review
1661,70,Non-Binary,85,192,Asian,10.6,5,Indifferent,16,Instagram,Needs Verification
1662,60,Non-Binary,74,167,Hispanic,5.4,3,Indifferent,18,Instagram,Needs Verification
1663,46,Male,50,188,Asian,12.4,6,Indifferent,95,Snapchat,Warning Issued
1664,69,Female,96,154,Black,5.7,6,Very Confused,83,WeChat,Needs Verification
1665,19,Male,73,198,White,4.6,0,More fake news than reality,17,WeChat,Suspended
1666,56,Non-Binary,71,168,White,12.8,7,Completely unaware,80,Instagram,Active
1667,30,Male,73,189,Hispanic,5.5,1,Completely unaware,48,Twitter,Error
1668,47,Male,111,164,Asian,3.4,11,Unknown,102,Facebook,Active
1669,59,Non-Binary,103,156,Mixed,9.4,9,Some skepticism,83,Snapchat,Pending Review
1670,19,Male,55,192,Hispanic,7.6,2,Does not engage,89,Snapchat,Active
1671,57,Non-Binary,96,173,Hispanic,4.6,10,Indifferent,21,WeChat,Pending Review
1672,51,Non-Binary,101,176,Other,2.3,4,Some skepticism,120,WhatsApp,Inactive
1673,18,Male,91,187,Mixed,5.9,8,Some skepticism,79,Facebook,Warning Issued
1674,62,Female,96,173,Mixed,1.1,10,Fully converted,77,WeChat,Warning Issued
1675,34,Female,77,159,Black,9.4,1,Values nothing,101,Facebook,Pending Review
1676,25,Male,57,152,Asian,1.3,5,Very Confused,5,Facebook,Needs Verification
1677,37,Male,68,152,Asian,11.6,2,Needs Verification,19,TikTok,Pending Review
1678,27,Non-Binary,82,169,White,5.7,0,Completely unaware,11,Facebook,Pending Review
1679,40,Male,52,170,Other,6.6,11,Fully converted,46,WeChat,Suspended
1680,59,Female,116,171,Other,0.8,8,Completely unaware,91,Instagram,Inactive
1681,21,Non-Binary,62,162,Mixed,10.9,1,Indifferent,78,Snapchat,Inactive
1682,61,Male,86,156,White,7.1,8,Some skepticism,106,WhatsApp,Pending Review
1683,64,Male,89,157,Black,12.7,0,Indifferent,0,WeChat,Error
1684,54,Male,50,157,Black,10.4,3,Fully converted,82,Twitter,Pending Review
1685,31,Non-Binary,58,191,White,10.1,0,Values nothing,100,Facebook,Inactive
1686,58,Non-Binary,71,194,White,4.1,11,Participates in spreading,61,TikTok,Inactive
1687,40,Non-Binary,107,167,Asian,2.9,7,Believes everything,119,Unknown,Needs Verification
1688,23,Non-Binary,112,173,Other,4.9,3,Very Confused,38,Facebook,Inactive
